title,organization,opportunity_type,category,country,location,work_mode,compensation,posted_date,deadline,source,source_url,summary
Sales Director Europe,iPiD,Remote work opportunities,Business & Finance,Remote,Remote,Remote,Not specified,2026-07-20,,RemoteOK,https://remoteOK.com/remote-jobs/remote-sales-director-europe-ipid-1135117,"Sales Director Europe is an opportunity with iPiD. <strong>Who We Are<br><br></strong>iPiD empowers financial institutions, payment service providers, and enterprises with a single global API for Know Your Payee (KYP) verificationâreducing fraud, reducing costs, staying compliant, and streamlining cross-border payments, globally.<br><br>We are a fast-growing fintech startup, founded by a global team of industry veterans..."
"Consultancy to provide technical support to advance large-scale food fortification (LSFF) and iodine nutrition agenda in West and Central Africa (WCAR), Abuja","e large-scale food fortification (LSFF) and iodine nutrition agenda in West and Central Africa (WCAR), Abuja UNICEF - United Nations Children's Fund",Tenders / Consultancies,Health,Abuja,Abuja,On-site,Not specified,2026-07-20,,UNjobs,https://unjobs.org/vacancies/1784499993188,"Consultancy to provide technical support to advance large-scale food fortification (LSFF) and iodine nutrition agenda in West and Central Africa (WCAR), Abuja is an opportunity with e large-scale food fortification (LSFF) and iodine nutrition agenda in West and Central Africa (WCAR), Abuja UNICEF - United Nations Children's Fund. Consultancy to provide technical support to advance large-scale food fortification (LSFF) and..."
"Health Specialist (Health Systems Strengthening), Kabul, Afghanistan","Kabul, Afghanistan UNICEF - United Nations Children's Fund",Tenders / Consultancies,Health,Afghanistan,"Kabul, Afghanistan",On-site,Not specified,2026-07-20,,UNjobs,https://unjobs.org/vacancies/1784539414982,"Health Specialist (Health Systems Strengthening), Kabul, Afghanistan is an opportunity with Kabul, Afghanistan UNICEF - United Nations Children's Fund. Health Specialist (Health Systems Strengthening), Kabul, Afghanistan. Kabul, Afghanistan UNICEF - United Nations Children's Fund. 2026-07-20T10:51:53Z Driver, Gardez, Afghanistan UNICEF - United Nations Children's Fund Updated: 2026-07-20T10:51:33Z Health Specialist (Health..."
"Driver, Gardez, Afghanistan",UNICEF - United Nations Children's Fund,Tenders / Consultancies,Health,Afghanistan,"Gardez, Afghanistan",On-site,Not specified,2026-07-20,,UNjobs,https://unjobs.org/vacancies/1784539393128,"Driver, Gardez, Afghanistan is an opportunity with UNICEF - United Nations Children's Fund. Driver, Gardez, Afghanistan. UNICEF - United Nations Children's Fund. in Haiti (UNSOH) Updated: 2026-07-20T10:52:11Z POLITICAL AFFAIRS OFFICER, Damascus, Syria Updated: 2026-07-20T10:51:53Z Driver, Gardez, Afghanistan UNICEF - United Nations Children's Fund Updated: 2026-07-20T10:51:33Z Health Specialist (Health Systems..."
"Monitoring Expert (two positions), Albania",UNDP - United Nations Development Programme,Tenders / Consultancies,Business & Finance,Albania,Albania,On-site,Not specified,2026-07-20,,UNjobs,https://unjobs.org/vacancies/1784499816010,"Monitoring Expert (two positions), Albania is an opportunity with UNDP - United Nations Development Programme. Monitoring Expert (two positions), Albania. UNDP - United Nations Development Programme. UDE ET ANALYSE GENR, Central African Republic UNDP - United Nations Development Programme Updated: 2026-07-20T04:18:46Z Monitoring Expert (two positions), Albania UNDP - United Nations Development Programme Updated..."
"Convocatoria para colaboradores externos - Consultoría de asesoría para la identificación de resultados, usando la metodología ""Outcome Harvesting"" RBSA, Argentina","oría de asesoría para la identificación de resultados, usando la metodología ""Outcome Harvesting"" RBSA, Argentina ILO - International Labour Organization",Tenders / Consultancies,Business & Finance,Argentina,"usando la metodología ""Outcome Harvesting"" RBSA, Argentina",On-site,Not specified,2026-07-20,,UNjobs,https://unjobs.org/vacancies/1784499828254,"Convocatoria para colaboradores externos - Consultoría de asesoría para la identificación de resultados, usando la metodología ""Outcome Harvesting"" RBSA, Argentina is an opportunity with oría de asesoría para la identificación de resultados, usando la metodología ""Outcome Harvesting"" RBSA, Argentina ILO - International Labour Organization. Convocatoria para colaboradores externos - Consultoría de asesoría para la..."
"International Consultant (WDR Drug Demand and Health Consequences), Vienna, Austria","th Consequences), Vienna, Austria UNODC - Office on Drugs and Crime",Internships,Health,Austria,"Vienna, Austria",On-site,Not specified,2026-07-20,,UNjobs,https://unjobs.org/vacancies/1784539364965,"International Consultant (WDR Drug Demand and Health Consequences), Vienna, Austria is an opportunity with th Consequences), Vienna, Austria UNODC - Office on Drugs and Crime. International Consultant (WDR Drug Demand and Health Consequences), Vienna, Austria. th Consequences), Vienna, Austria UNODC - Office on Drugs and Crime. an UNRWA - United Nations Relief and Works Agency for Palestine Refugees in the Near East..."
"Consultancy for the Analysis of Parliamentary Budget Amendments for Financing Child and Adolescent Policies Child Poverty & Social Protection, Remote, Brasilia, Brazil","et Amendments for Financing Child and Adolescent Policies Child Poverty & Social Protection, Remote, Brasilia, Brazil UNICEF - United Nations Children's Fund",Tenders / Consultancies,Information Technology,Brazil,"Brasilia, Brazil",Remote,Not specified,2026-07-20,,UNjobs,https://unjobs.org/vacancies/1784499982331,"Consultancy for the Analysis of Parliamentary Budget Amendments for Financing Child and Adolescent Policies Child Poverty & Social Protection, Remote, Brasilia, Brazil is an opportunity with et Amendments for Financing Child and Adolescent Policies Child Poverty & Social Protection, Remote, Brasilia, Brazil UNICEF - United Nations Children's Fund. Consultancy for the Analysis of Parliamentary Budget Amendments for..."
"RECRUTEMENT D UN(e) CONSULTANT(e ) NATIONAL(E) REALISATION ETUDE ET ANALYSE GENR, Central African Republic","LISATION ETUDE ET ANALYSE GENR, Central African Republic UNDP - United Nations Development Programme",Tenders / Consultancies,Monitoring & Evaluation,Central African Republic,Central African Republic,On-site,Not specified,2026-07-20,,UNjobs,https://unjobs.org/vacancies/1784499811450,"RECRUTEMENT D UN(e) CONSULTANT(e ) NATIONAL(E) REALISATION ETUDE ET ANALYSE GENR, Central African Republic is an opportunity with LISATION ETUDE ET ANALYSE GENR, Central African Republic UNDP - United Nations Development Programme. RECRUTEMENT D UN(e) CONSULTANT(e ) NATIONAL(E) REALISATION ETUDE ET ANALYSE GENR, Central African Republic. LISATION ETUDE ET ANALYSE GENR, Central African Republic UNDP - United Nations..."
"Coordonnateur/trice financier du projet GFFO, Adre, Chad",", Chad Plan International",Tenders / Consultancies,Health,Chad,"Adre, Chad",On-site,Not specified,2026-07-20,,UNjobs,https://unjobs.org/vacancies/1784516734623,"Coordonnateur/trice financier du projet GFFO, Adre, Chad is an opportunity with , Chad Plan International. Coordonnateur/trice financier du projet GFFO, Adre, Chad. , Chad Plan International. Chain & Climate-Smart Agriculture Specialist, Unguja & Pemba, Tanzania Plan International Updated: 2026-07-20T07:30:44Z Coordonnateur/trice financier du projet GFFO, Adre, Chad Plan International Updated: 2026-07-20T07:30:26Z..."
"Coordonnateur de la chaîne d'approvisionnement et de la logistique, Adre, Chad","de la logistique, Adre, Chad Plan International",Tenders / Consultancies,Agriculture,Chad,"Adre, Chad",On-site,Not specified,2026-07-20,,UNjobs,https://unjobs.org/vacancies/1784516744903,"Coordonnateur de la chaîne d'approvisionnement et de la logistique, Adre, Chad is an opportunity with de la logistique, Adre, Chad Plan International. Coordonnateur de la chaîne d'approvisionnement et de la logistique, Adre, Chad. de la logistique, Adre, Chad Plan International. s Economic Empowerment & Gender Specialist, Unguja & Pemba, Mozambique Plan International Updated: 2026-07-20T07:31:20Z Coordonnateur de la chaîne..."
"National Consultancy, Women and Girls Safe Space Project Coordinator, Cairo, Egypt","roject Coordinator, Cairo, Egypt UNFPA - United Nations Population Fund",Tenders / Consultancies,Education,Egypt,"Cairo, Egypt",On-site,Not specified,2026-07-20,,UNjobs,https://unjobs.org/vacancies/1784512301529,"National Consultancy, Women and Girls Safe Space Project Coordinator, Cairo, Egypt is an opportunity with roject Coordinator, Cairo, Egypt UNFPA - United Nations Population Fund. National Consultancy, Women and Girls Safe Space Project Coordinator, Cairo, Egypt. roject Coordinator, Cairo, Egypt UNFPA - United Nations Population Fund. rty & Social Protection, Remote, Brasilia, Brazil UNICEF - United Nations Children's Fund..."
"Sexual and Reproductive Health Analyst, San Salvador, El Salvador","or, El Salvador UNFPA - United Nations Population Fund",Internships,Health,El Salvador,"San Salvador, El Salvador",On-site,Not specified,2026-07-20,,UNjobs,https://unjobs.org/vacancies/1784539688531,"Sexual and Reproductive Health Analyst, San Salvador, El Salvador is an opportunity with or, El Salvador UNFPA - United Nations Population Fund. Sexual and Reproductive Health Analyst, San Salvador, El Salvador. or, El Salvador UNFPA - United Nations Population Fund. nce monitoring indicators, Ashkhabad, Turkmenistan UNFPA - United Nations Population Fund Updated: 2026-07-20T10:45:41Z Sexual and Reproductive Health..."
"Consultoría para desarrollar guía técnica, manual y formación de formadores para entrevistas a NNA víctimas y testigos, Protección de la Niñez y Adolescencia, 2.6 meses, Malab, Malabo, Equatorial Guinea","y formación de formadores para entrevistas a NNA víctimas y testigos, Protección de la Niñez y Adolescencia, 2.6 meses, Malab, Malabo, Equatorial Guinea UNICEF - United Nations Children's Fund",Internships,Health,Equatorial Guinea,"Malabo, Equatorial Guinea",On-site,Not specified,2026-07-20,,UNjobs,https://unjobs.org/vacancies/1784539476473,"Consultoría para desarrollar guía técnica, manual y formación de formadores para entrevistas a NNA víctimas y testigos, Protección de la Niñez y Adolescencia, 2.6 meses, Malab, Malabo, Equatorial Guinea is an opportunity with y formación de formadores para entrevistas a NNA víctimas y testigos, Protección de la Niñez y Adolescencia, 2.6 meses, Malab, Malabo, Equatorial Guinea UNICEF - United Nations Children's Fund..."
"Team Assistant, Addis Ababa, Ethiopia",UNECA - Economic Commission for Africa,Internships,Communications,Ethiopia,"Addis Ababa, Ethiopia",On-site,Not specified,2026-07-20,,UNjobs,https://unjobs.org/vacancies/1784539346359,"Team Assistant, Addis Ababa, Ethiopia is an opportunity with UNECA - Economic Commission for Africa. Team Assistant, Addis Ababa, Ethiopia. UNECA - Economic Commission for Africa. t Officer, Bonn, Germany DMSPC - Department of Management Strategy, Policy and Compliance Updated: 2026-07-20T11:00:35Z Team Assistant, Addis Ababa, Ethiopia UNECA - Economic Commission for Africa Updated: 2026-07-20T11:00:05Z (adsbygoogle =..."
